Timestamp,Container,Name,ID,CPUPerc,MemUsage,MemPerc,NetIO,BlockIO,PIDs
1741070790,bcc60379e5da,reverse-proxy-cache-1,bcc60379e5da,0.00%,"15.56MiB / 20MiB",77.81%,"76.6MB / 72.4MB","0B / 0B",18
1741070790,41ed85c44298,reverse-proxy-lb-1,41ed85c44298,0.11%,"92.47MiB / 15.48GiB",0.58%,"322kB / 404kB","0B / 0B",37
1741070790,4874efbe8ea1,reverse-proxy-agent-1,4874efbe8ea1,1513.80%,"1.58GiB / 15.48GiB",10.21%,"166MB / 111MB","0B / 0B",466
1741070790,0b38c8e0622b,reverse-proxy-controller-1,0b38c8e0622b,0.90%,"797.4MiB / 15.48GiB",5.03%,"9.03MB / 86.7MB","0B / 0B",245
1741070790,ae648a8a89da,reverse-proxy-api-1,ae648a8a89da,0.11%,"122.7MiB / 200MiB",61.34%,"219kB / 166kB","0B / 0B",21
1741070801,bcc60379e5da,reverse-proxy-cache-1,bcc60379e5da,1.22%,"15.59MiB / 20MiB",77.93%,"76.8MB / 72.6MB","0B / 0B",18
1741070801,41ed85c44298,reverse-proxy-lb-1,41ed85c44298,0.15%,"92.47MiB / 15.48GiB",0.58%,"326kB / 408kB","0B / 0B",37
1741070801,4874efbe8ea1,reverse-proxy-agent-1,4874efbe8ea1,38.87%,"2.249GiB / 15.48GiB",14.53%,"167MB / 111MB","0B / 0B",1451
1741070801,0b38c8e0622b,reverse-proxy-controller-1,0b38c8e0622b,0.87%,"798.8MiB / 15.48GiB",5.04%,"9.16MB / 86.8MB","0B / 0B",245
1741070801,ae648a8a89da,reverse-proxy-api-1,ae648a8a89da,0.52%,"122.7MiB / 200MiB",61.36%,"222kB / 168kB","0B / 0B",22
1741070813,bcc60379e5da,reverse-proxy-cache-1,bcc60379e5da,2.34%,"15.72MiB / 20MiB",78.59%,"77.9MB / 73.6MB","0B / 0B",18
1741070813,41ed85c44298,reverse-proxy-lb-1,41ed85c44298,0.16%,"92.47MiB / 15.48GiB",0.58%,"331kB / 415kB","0B / 0B",37
