DateTime,vuser,Tests,Errors,Mean_Test_Time_(ms),Test_Time_Standard_Deviation_(ms),TPS,Mean_response_length,Response_bytes_per_second,Response_errors,Mean_time_to_resolve_host,Mean_time_to_establish_connection,Mean_time_to_first_byte
2025-03-05 05:30:13,10,18,0,1034.167,59.693,9,82.444,742,0,0,8.278,17.944
2025-03-05 05:30:15,10,20,0,1011.1,54.472,10,82.4,824,0,0,0.55,3.55
2025-03-05 05:30:17,20,27,0,998.407,57.687,13.5,82.63,1115.5,0,0,0.741,3.519
2025-03-05 05:30:19,20,40,0,1009.175,66.438,20,82.55,1651,0,0,0.6,3.425
2025-03-05 05:30:21,29,40,0,1014.95,67.419,20,82.4,1648,0,0,0.5,3.55
2025-03-05 05:30:23,30,58,0,1011.172,66.726,29,82.81,2401.5,0,0,0.638,3.5
2025-03-05 05:30:25,30,60,0,997.367,68.411,30,82.783,2483.5,0,0,0.5,3.5
2025-03-05 05:30:27,40,67,0,1006.896,62.247,33.5,82.657,2769,0,0,0.537,3.881
2025-03-05 05:30:29,40,80,0,1008.35,67.278,40,82.662,3306.5,0,0,0.562,3.575
2025-03-05 05:30:31,49,81,0,1010.778,65.325,40.5,82.765,3352,0,0,0.444,3.321
2025-03-05 05:30:33,50,100,0,997.75,58.656,50,82.75,4137.5,0,0,0.48,3.32
2025-03-05 05:30:35,58,142,0,1009.282,67.278,71,82.775,5877,0,0,0.5,3.113
2025-03-05 05:30:37,60,119,0,1006.555,66.228,59.5,82.655,4918,0,0,0.429,3.218
2025-03-05 05:30:39,60,123,0,996.211,65.204,61.5,82.553,5077,0,0,0.447,3.146
2025-03-05 05:30:41,70,127,0,1004.425,64.767,63.5,82.465,5236.5,0,0,0.378,3.079
2025-03-05 05:30:43,70,136,0,1010.603,63.283,68,82.515,5611,0,0,0.36,3.037
2025-03-05 05:30:45,80,142,0,1005.465,66.507,71,82.62,5866,0,0,0.352,2.986
2025-03-05 05:30:47,80,159,0,1012.189,71.412,79.5,82.478,6557,0,0,0.327,2.855
2025-03-05 05:30:49,80,161,0,997.416,63.882,80.5,82.665,6654.5,0,0,0.329,3.18
2025-03-05 05:30:51,90,169,0,1010.905,64.523,84.5,82.698,6988,0,0,0.302,2.893
2025-03-05 05:30:53,90,175,0,997.754,61.34,87.5,82.549,7223,0,0,0.411,3.291
2025-03-05 05:30:55,99,179,0,1001.441,64.739,89.5,82.698,7401.5,0,0,0.318,2.95
2025-03-05 05:30:57,100,198,0,1005.621,67.083,99,82.687,8186,0,0,0.389,3
2025-03-05 05:30:59,100,204,0,1004.211,67.964,102,82.672,8432.5,0,0,0.319,2.877
2025-03-05 05:31:01,110,203,0,1004.35,66.712,101.5,82.64,8388,0,0,0.384,3.025
2025-03-05 05:31:03,110,218,0,1003.904,58.322,109,82.693,9013.5,0,0,0.271,2.927
2025-03-05 05:31:05,119,219,0,996.041,66.335,109.5,82.626,9047.5,0,0,0.315,2.954
2025-03-05 05:31:07,120,368,0,1001.707,67.754,184,82.636,15205,0,0,0.312,2.981
2025-03-05 05:31:09,124,239,0,1008.598,62.856,119.5,82.661,9878,0,0,0.397,3.218
2025-03-05 05:31:11,130,262,0,1002.84,65.486,131,82.706,10834.5,0,0,0.328,3.034
2025-03-05 05:31:13,130,259,0,1000.112,64.507,129.5,82.571,10693,0,0,0.344,3.081
2025-03-05 05:31:15,140,268,0,1001.698,63.798,134,82.567,11064,0,0,0.291,3.007
2025-03-05 05:31:17,140,276,0,1001.986,69.773,138,82.678,11409.5,0,0,0.225,2.761
2025-03-05 05:31:19,142,282,0,1000.053,61.664,141,82.667,11656,0,0,0.422,3.762
2025-03-05 05:31:21,150,297,0,1001.717,65.216,148.5,82.646,12273,0,0,0.253,3.02
2025-03-05 05:31:23,150,303,0,1003.983,62.151,151.5,82.63,12518.5,0,0,0.241,3.03
2025-03-05 05:31:25,160,298,0,1011.953,67.437,149,82.564,12302,0,0,0.225,2.973
2025-03-05 05:31:27,160,324,0,1006.694,64.6,162,82.62,13384.5,0,0,0.247,2.846
