DateTime,vuser,Tests,Errors,Mean_Test_Time_(ms),Test_Time_Standard_Deviation_(ms),TPS,Mean_response_length,Response_bytes_per_second,Response_errors,Mean_time_to_resolve_host,Mean_time_to_establish_connection,Mean_time_to_first_byte
2025-03-05 08:27:14,10,17,0,1035.882,53.183,8.5,83.118,706.5,0,0,10.941,24.176
2025-03-05 08:27:16,10,20,0,1002.7,54.886,10,82.7,827,0,0,0.15,0.15
2025-03-05 08:27:18,20,28,0,1002.679,59.374,14,82.571,1156,0,0,0.25,1.107
2025-03-05 08:27:20,20,41,0,1009.049,51.591,20.5,82.293,1687,0,0,0.098,0.244
2025-03-05 08:27:22,28,40,0,1010.475,61.964,20,82.575,1651.5,0,0,0.075,0.075
2025-03-05 08:27:24,30,57,0,1007.877,59.887,28.5,82.684,2356.5,0,0,0.281,0.772
2025-03-05 08:27:26,30,61,0,1007.77,63.385,30.5,82.525,2517,0,0,0.131,0.131
2025-03-05 08:27:29,40,69,0,996.841,63.054,34.5,82.667,2852,0,0,0.145,0.536
2025-03-05 08:27:31,40,80,0,988.212,72.939,40,82.812,3312.5,0,0,0.15,0.188
2025-03-05 08:27:33,48,78,0,998.09,69.086,39,82.41,3214,0,0,0,0
2025-03-05 08:27:35,50,102,0,1001.196,63.587,51,82.608,4213,0,0,0.078,0.382
2025-03-05 08:27:37,50,97,0,1004.68,68.8,48.5,82.526,4002.5,0,0,0.041,0.041
2025-03-05 08:27:39,60,109,0,1002.789,60.752,54.5,82.541,4498.5,0,0,0.064,0.312
2025-03-05 08:27:41,60,121,0,1009.397,74.143,60.5,82.43,4987,0,0,0.041,0.149
2025-03-05 08:27:43,68,146,0,1000.164,67.706,73,82.555,6026.5,0,0,0.027,0.068
2025-03-05 08:27:45,70,211,0,995.725,70.393,105.5,82.536,8707.5,0,0,0.024,0.128
2025-03-05 08:27:47,80,144,0,998.396,63.051,72,82.646,5950.5,0,0,0.021,0.069
2025-03-05 08:27:49,80,158,0,1008.709,63.495,79,82.551,6521.5,0,0,0.038,0.165
2025-03-05 08:27:51,82,160,0,997.775,70.959,80,82.675,6614,0,0,0.044,0.044
2025-03-05 08:27:53,90,175,0,999.72,62.162,87.5,82.571,7225,0,0,0.063,0.217
2025-03-05 08:27:55,90,176,0,1006.608,64.431,88,82.648,7273,0,0,0.04,0.04
2025-03-05 08:27:57,100,183,0,1004.923,65.992,91.5,82.639,7561.5,0,0,0.055,0.077
2025-03-05 08:27:59,100,198,0,1002.485,63.843,99,82.53,8170.5,0,0,0.045,0.146
2025-03-05 08:28:01,103,197,0,1010.533,63.207,98.5,82.68,8144,0,0,0.03,0.03
2025-03-05 08:28:03,110,216,0,1002.819,63.816,108,82.579,8918.5,0,0,0.014,0.134
2025-03-05 08:28:05,110,215,0,1012.126,63.9,107.5,82.656,8885.5,0,0,0.028,0.028
2025-03-05 08:28:07,120,225,0,1007.582,64.362,112.5,82.698,9303.5,0,0,0.027,0.053
2025-03-05 08:28:09,120,237,0,1004.519,68.801,118.5,82.629,9791.5,0,0,0.03,0.122
2025-03-05 08:28:11,122,235,0,1004.647,70.178,117.5,82.664,9713,0,0,0.009,0.009
2025-03-05 08:28:13,130,260,0,1001.1,70.323,130,82.608,10739,0,0,0.046,0.15
2025-03-05 08:28:15,138,457,0,1004.44,67.705,228.5,82.643,18884,0,0,0.022,0.022
2025-03-05 08:28:17,140,276,0,1003.101,65.06,138,82.558,11393,0,0,0.036,0.13
2025-03-05 08:28:19,140,282,0,994.5,66.294,141,82.681,11658,0,0,0.039,0.039
2025-03-05 08:28:21,150,286,0,1007.801,65.336,143,82.629,11816,0,0,0.035,0.098
2025-03-05 08:28:23,150,301,0,1002.047,60.017,150.5,82.814,12463.5,0,0,0.02,0.04
2025-03-05 08:28:25,159,298,0,1002.309,66.185,149,82.631,12312,0,0,0.01,0.01
2025-03-05 08:28:27,160,319,0,998.495,63.609,159.5,82.571,13170,0,0,0.025,0.107
2025-03-05 08:28:29,160,322,0,1006.683,71.736,161,82.484,13280,0,0,0.019,0.019
2025-03-05 08:28:31,170,323,0,1005.136,66.339,161.5,82.638,13346,0,0,0.025,0.093
2025-03-05 08:28:33,170,346,0,1004.136,62.613,173,82.555,14282,0,0,0.012,0.02
2025-03-05 08:28:35,179,330,0,1003.021,67.651,165,82.664,13639.5,0,0,0.006,0.006
2025-03-05 08:28:37,180,362,0,1002.525,65.1,181,82.713,14971,0,0,0.036,0.105
2025-03-05 08:28:39,180,365,0,1002.608,65.354,182.5,82.608,15076,0,0,0.019,0.019
2025-03-05 08:28:41,190,362,0,1002.583,62.176,181,82.657,14961,0,0,0.028,0.094
2025-03-05 08:28:43,190,381,0,1002.404,68.576,190.5,82.588,15733,0,0,0.026,0.034
2025-03-05 08:28:45,200,682,0,1003.224,65.906,341,82.716,28206,0,0,0.015,0.05
2025-03-05 08:28:47,200,399,0,1006.238,65.763,199.5,82.607,16480,0,0,0.015,0.015
2025-03-05 08:28:49,210,407,0,1000.459,67.801,203.5,82.58,16805,0,0,0.02,0.054
2025-03-05 08:28:51,210,415,0,1003.14,64.264,207.5,82.646,17149,0,0,0.01,0.053
2025-03-05 08:28:53,214,421,0,1005.278,65.857,210.5,82.679,17404,0,0,0.019,0.019
2025-03-05 08:28:55,220,432,0,1005.646,65.185,216,82.616,17845,0,0,0.021,0.072
2025-03-05 08:28:57,220,440,0,1002.575,67.687,220,82.623,18177,0,0,0.018,0.018
2025-03-05 08:28:59,230,444,0,1006.975,61.964,222,82.577,18332,0,0,0.014,0.038
2025-03-05 08:29:01,230,466,0,1000.232,65.207,233,82.605,19247,0,0,0.021,0.062
