Timestamp,Container,Name,ID,CPUPerc,MemUsage,MemPerc,NetIO,BlockIO,PIDs
1741054777,6deccc9b99fa,reverse-proxy-cache-1,6deccc9b99fa,0.00%,"8.344MiB / 10MiB",83.44%,"1.39kB / 0B","0B / 0B",18
1741054777,d2e2e24b4083,reverse-proxy-agent-1,d2e2e24b4083,176.36%,"2.249GiB / 15.48GiB",14.53%,"104MB / 25.3MB","0B / 0B",1447
1741054777,3e9f2c3c85f2,reverse-proxy-lb-1,3e9f2c3c85f2,0.38%,"103.9MiB / 15.48GiB",0.66%,"45.9MB / 53.2MB","0B / 0B",38
1741054777,0906655ddced,reverse-proxy-api-1,0906655ddced,1.61%,"117.6MiB / 200MiB",58.79%,"29.1MB / 20.2MB","0B / 0B",21
1741054777,b8f87962d4a3,reverse-proxy-controller-1,b8f87962d4a3,1.96%,"791.3MiB / 15.48GiB",4.99%,"4.44MB / 83.5MB","0B / 0B",242
1741054782,6deccc9b99fa,reverse-proxy-cache-1,6deccc9b99fa,0.00%,"8.344MiB / 10MiB",83.44%,"1.39kB / 0B","0B / 0B",18
1741054782,d2e2e24b4083,reverse-proxy-agent-1,d2e2e24b4083,26.45%,"2.184GiB / 15.48GiB",14.11%,"104MB / 25.5MB","0B / 0B",1439
1741054782,3e9f2c3c85f2,reverse-proxy-lb-1,3e9f2c3c85f2,1.43%,"103.9MiB / 15.48GiB",0.66%,"46MB / 53.3MB","0B / 0B",38
1741054782,0906655ddced,reverse-proxy-api-1,0906655ddced,6.77%,"117.8MiB / 200MiB",58.88%,"29.2MB / 20.3MB","0B / 0B",22
1741054782,b8f87962d4a3,reverse-proxy-controller-1,b8f87962d4a3,4.43%,"791.7MiB / 15.48GiB",5.00%,"4.51MB / 83.5MB","0B / 0B",242
1741054786,6deccc9b99fa,reverse-proxy-cache-1,6deccc9b99fa,0.00%,"8.344MiB / 10MiB",83.44%,"1.39kB / 0B","0B / 0B",18
1741054786,d2e2e24b4083,reverse-proxy-agent-1,d2e2e24b4083,32.05%,"2.184GiB / 15.48GiB",14.11%,"104MB / 25.7MB","0B / 0B",1438
1741054786,3e9f2c3c85f2,reverse-proxy-lb-1,3e9f2c3c85f2,2.75%,"103.6MiB / 15.48GiB",0.65%,"46.4MB / 53.7MB","0B / 0B",38
1741054786,0906655ddced,reverse-proxy-api-1,0906655ddced,10.94%,"117.7MiB / 200MiB",58.85%,"29.3MB / 20.4MB","0B / 0B",24
