Timestamp,Container,Name,ID,CPUPerc,MemUsage,MemPerc,NetIO,BlockIO,PIDs
1741063912,b1ff2c81d743,reverse-proxy-cache-1,b1ff2c81d743,0.00%,"15.79MiB / 20MiB",78.93%,"236MB / 223MB","0B / 0B",18
1741063912,e59bf339047b,reverse-proxy-agent-1,e59bf339047b,1533.88%,"1.665GiB / 15.48GiB",10.76%,"327MB / 313MB","0B / 0B",472
1741063912,e643bc6c0772,reverse-proxy-lb-1,e643bc6c0772,0.17%,"92.43MiB / 15.48GiB",0.58%,"579kB / 717kB","0B / 0B",39
1741063912,4ef793267167,reverse-proxy-api-1,4ef793267167,0.12%,"83.31MiB / 200MiB",41.66%,"385kB / 301kB","0B / 0B",23
1741063912,54b626238f49,reverse-proxy-controller-1,54b626238f49,41.09%,"707.5MiB / 15.48GiB",4.46%,"17.6MB / 87.5MB","0B / 0B",246
1741063925,b1ff2c81d743,reverse-proxy-cache-1,b1ff2c81d743,1.41%,"15.8MiB / 20MiB",79.02%,"236MB / 224MB","0B / 0B",18
1741063925,e59bf339047b,reverse-proxy-agent-1,e59bf339047b,34.01%,"2.136GiB / 15.48GiB",13.80%,"327MB / 313MB","0B / 0B",927
1741063925,e643bc6c0772,reverse-proxy-lb-1,e643bc6c0772,0.08%,"92.45MiB / 15.48GiB",0.58%,"581kB / 719kB","0B / 0B",39
1741063925,4ef793267167,reverse-proxy-api-1,4ef793267167,0.09%,"83.25MiB / 200MiB",41.63%,"386kB / 302kB","0B / 0B",21
1741063925,54b626238f49,reverse-proxy-controller-1,54b626238f49,2.98%,"681.8MiB / 15.48GiB",4.30%,"17.8MB / 87.6MB","0B / 0B",245
1741063937,b1ff2c81d743,reverse-proxy-cache-1,b1ff2c81d743,2.46%,"15.95MiB / 20MiB",79.75%,"237MB / 225MB","0B / 0B",18
1741063937,e59bf339047b,reverse-proxy-agent-1,e59bf339047b,38.79%,"2.173GiB / 15.48GiB",14.04%,"328MB / 314MB","0B / 0B",938
1741063937,e643bc6c0772,reverse-proxy-lb-1,e643bc6c0772,0.10%,"92.46MiB / 15.48GiB",0.58%,"583kB / 722kB","0B / 0B",39
1741063937,4ef793267167,reverse-proxy-api-1,4ef793267167,0.09%,"83.25MiB / 200MiB",41.63%,"387kB / 303kB","0B / 0B",21
1741063937,54b626238f49,reverse-proxy-controller-1,54b626238f49,0.77%,"682.2MiB / 15.48GiB",4.30%,"17.9MB / 87.6MB","0B / 0B",245
1741063949,b1ff2c81d743,reverse-proxy-cache-1,b1ff2c81d743,3.98%,"15.98MiB / 20MiB",79.92%,"239MB / 227MB","0B / 0B",18
1741063949,e59bf339047b,reverse-proxy-agent-1,e59bf339047b,104.92%,"2.193GiB / 15.48GiB",14.17%,"330MB / 316MB","0B / 0B",920
1741063949,e643bc6c0772,reverse-proxy-lb-1,e643bc6c0772,0.07%,"92.46MiB / 15.48GiB",0.58%,"586kB / 725kB","0B / 0B",39
1741063949,4ef793267167,reverse-proxy-api-1,4ef793267167,0.08%,"83.25MiB / 200MiB",41.63%,"389kB / 305kB","0B / 0B",21
1741063949,54b626238f49,reverse-proxy-controller-1,54b626238f49,0.77%,"683.4MiB / 15.48GiB",4.31%,"18.1MB / 87.7MB","0B / 0B",245
1741063962,b1ff2c81d743,reverse-proxy-cache-1,b1ff2c81d743,4.43%,"15.89MiB / 20MiB",79.45%,"243MB / 230MB","0B / 0B",18
