DateTime,vuser,Tests,Errors,Mean_Test_Time_(ms),Test_Time_Standard_Deviation_(ms),TPS,Mean_response_length,Response_bytes_per_second,Response_errors,Mean_time_to_resolve_host,Mean_time_to_establish_connection,Mean_time_to_first_byte
2025-02-28 06:20:16,10,19,0,1006.053,60.099,9.5,83.316,791.5,0,0,5.316,13.737
2025-02-28 06:20:18,10,25,0,1012.28,70.394,12.5,83.28,1041,0,0,0.68,2.36
2025-02-28 06:20:20,10,21,0,998.714,56.457,10.5,84.238,884.5,0,0,0.905,3.81
2025-02-28 06:20:22,19,23,0,1020.13,69.611,11.5,83.304,958,0,0,0.522,2.522
2025-02-28 06:20:24,20,55,0,999.836,59.11,27.5,83.745,2303,0,0,0.491,2.345
2025-02-28 06:20:26,20,42,0,1003.286,59.265,21,83.524,1754,0,0,0.381,2.143
2025-02-28 06:20:28,20,40,0,1009.4,76.658,20,83.525,1670.5,0,0,0.575,2.475
2025-02-28 06:20:30,30,53,0,993.019,62.764,26.5,83.396,2210,0,0,0.491,2.585
2025-02-28 06:20:32,30,62,0,1010.032,65.701,31,83.565,2590.5,0,0,0.581,2.435
2025-02-28 06:20:34,30,57,0,1015.667,52.841,28.5,83.667,2384.5,0,0,0.509,2.14
2025-02-28 06:20:36,32,62,0,995.435,60.828,31,83.242,2580.5,0,0,0.484,2.177
2025-02-28 06:20:38,40,72,0,988.708,67.166,36,83.389,3002,0,0,0.389,2
2025-02-28 06:20:40,40,82,0,1009.89,71.106,41,83.39,3419,0,0,0.28,1.976
2025-02-28 06:20:42,40,80,0,1003.062,61.578,40,83.625,3345,0,0,0.45,2.1
2025-02-28 06:20:44,42,81,0,1010.37,64.975,40.5,83.062,3364,0,0,0.432,2.086
2025-02-28 06:20:46,50,91,0,997.681,67.166,45.5,83.505,3799.5,0,0,0.473,2.165
2025-02-28 06:20:48,50,99,0,1014.535,67.347,49.5,83.545,4135.5,0,0,0.424,1.919
2025-02-28 06:20:50,50,98,0,1009.684,59.818,49,83.347,4084,0,0,0.449,1.939
2025-02-28 06:20:52,54,103,0,1010.33,72.961,51.5,83.388,4294.5,0,0,0.447,1.971
2025-02-28 06:20:54,60,114,0,1003.307,64.043,57,83.368,4752,0,0,0.439,2.088
2025-02-28 06:20:56,60,187,0,1002.636,65.077,93.5,83.535,7810.5,0,0,0.374,2.059
2025-02-28 06:20:58,60,117,0,1005.188,62.858,58.5,83.547,4887.5,0,0,0.316,1.795
2025-02-28 06:21:00,70,125,0,1014.352,66.888,62.5,83.696,5231,0,0,0.392,1.912
2025-02-28 06:21:02,70,140,0,1000.979,67.172,70,83.364,5835.5,0,0,0.414,1.929
2025-02-28 06:21:04,70,138,0,1011.051,66.144,69,83.319,5749,0,0,0.413,1.92
2025-02-28 06:21:06,70,141,0,998.227,58.644,70.5,83.411,5880.5,0,0,0.454,2.014
2025-02-28 06:21:08,80,149,0,1003.859,59.254,74.5,83.349,6209.5,0,0,0.356,1.919
2025-02-28 06:21:10,80,162,0,1002.407,61.187,81,83.438,6758.5,0,0,0.358,2.136
2025-02-28 06:21:12,80,159,0,990.314,70.607,79.5,83.654,6650.5,0,0,0.302,1.805
2025-02-28 06:21:14,80,158,0,996.873,69.807,79,83.487,6595.5,0,0,0.316,1.842
2025-02-28 06:21:16,90,162,0,1001.179,63.482,81,83.296,6747,0,0,0.321,1.907
2025-02-28 06:21:18,90,186,0,1001.849,69.075,93,83.425,7758.5,0,0,0.312,1.769
2025-02-28 06:21:20,90,180,0,1005.067,70.979,90,83.483,7513.5,0,0,0.367,1.878
2025-02-28 06:21:22,90,178,0,994.197,66.407,89,83.506,7432,0,0,0.281,1.725
2025-02-28 06:21:24,100,192,0,995.578,61.977,96,83.474,8013.5,0,0,0.344,1.844
2025-02-28 06:21:26,100,303,0,1004.35,60.752,151.5,83.455,12643.5,0,0,0.373,1.848
2025-02-28 06:21:28,100,197,0,1013.711,62.327,98.5,83.437,8218.5,0,0,0.299,3.041
2025-02-28 06:21:30,108,203,0,1004.01,68.861,101.5,83.414,8466.5,0,0,0.291,1.729
2025-02-28 06:21:32,110,217,0,997.825,64.916,108.5,83.558,9066,0,0,0.221,1.71
